@relation BILANCIAdataset400NUOVO-weka.filters.unsupervised.attribute.NominalToString-Cfirst

@attribute descr string
@attribute Puzzle numeric
@attribute Adventure numeric
@attribute Action numeric
@attribute RPG numeric
@attribute Simulation numeric
@attribute Strategy numeric
@attribute Shooter numeric
@attribute Sports numeric
@attribute Racing numeric
@attribute Educational numeric
@attribute Fighting numeric
@attribute BoardGames numeric

@data
' amazon alien alien amazon race around world compet dead race hunt human use uniqu skill deter oppon harsh environ full obstacl choos amazon alien destroy oppon win big trophi featur player multiplay play friend amazon uniqu skill use stop enemi frantic competit fast high dynam match stage differ obstacl trap various planet dripl various obstacl differenti cutscen race uniqu captur scene human pippin game pippin game independ game studio focus creat casual midcor game fun theme studio base natal brazil team member activ particip indi game develop group pong potiguar indi game inspir group game develop meet month promot interact profession alreadi insert market game product intend enter market pleas follow pippin game facebook twitter instagram follow job feedback realli import amazon alien alien gena amazona diverso lugar universo competir uma corrida mortal para humano para isso ela utilizar sua habilidad singular para deter sua oponent ambient spito cheio obst culo escolha uma amazon alien destrua sua adver ria para conquistar grand trof caract stica multiplay para jogador jogu com seus amigo amazona com habilidad nica util para parar seus inimigo competitividad fren tica partida pida altament din mica fase com diferent obst culo armadilha percorra rio planeta dripl obst culo diverso cutscen captura diferenciada cada possui uma cena captura exclusiva que ser que ela fazer com humano sobr pippin game pippin game uma desenvolvedora independent jogo digitai focada cria jogo casuai midcor com tema divertido est dio sediado natal brasil membro equip participam ativament grupo desenvolvedor indi pong potiguar indi game que inspirado por outro grupo desenvolvedor jogo nem mensalment para promov intera profissionai inserido mercado produ jogo com aquel que pretendem entrar ness mercado visit gina pippin game facebook twitter instagram acompanh nosso trabalho seu feedback muito important ',0,0,0,0,0,0,0,0,0,0,1,0
' find unkown place got defend monster demon tri kill snowbal simpl mele fight game made main fun learn experi font lemon milk ariq sya credit model program everyth els wasnt realli need inspir fear spell wowcraft ',0,0,0,0,0,0,0,0,0,0,1,0
' game made bring togeth favourit charact much belov anim manga franchis style jump ultim star mani charact communiti creat game complet modifi bring battl fantasi fruition roster chang throughout updat game improv challeng random fighter arcad warrior fight peopl claim victori challeng arcad helper warrior fight could even use turn mode select fighter take turn fight previous charact defeat also fight friend local multiplay versus mode fight wide select charact varieti map also use team mode test skill surviv mode infinit number charact see mani charact plough ever want see dream battl two anim charact watch mode pit charact choic creat incred battl credit meiloorun towergamesmugen base screen pack elecbyt creat ',0,0,0,0,0,0,0,0,0,0,1,0
' battl favorit anim charact ',0,0,0,0,0,0,0,0,0,0,1,0
' submarin game find enemi sonar destroy torpedo howev complet trust sonar sinc oppon jammer stealthi submarin control arrow move right click launch sonar left click launch torpedo scroll zoom press mouss wheel send mega sonar scan map reach end map submarin turn direct center map ',0,0,0,0,0,0,0,0,0,0,1,0
' yie kung action game releas konami main charact oolong join high level kung contest order aveng father death game one pioneer fight game genr today player enjoy authent battl martial artist use differ fight style arcad archiv seri faith reproduc mani classic arcad masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game ',0,0,0,0,0,0,0,0,0,0,1,0
' arcana heart chao erupt japan planar rift appear various locat around countri suspect drexler institut player great war mani year ago creator divin celesti weapon involv rumor circul one get hand celesti stone rift wish grant power draw mani young women search either seal away hope rumor true reason hunt allow anyon stand way enemi friend alik examu inc arc system work publish distribut aksi game permiss arc system work purchas use item subject playstat network term servic user agreement item sublicens soni comput entertain america ',0,0,0,0,0,0,0,0,0,0,1,0
' arcasm one two player competit arcad action assembl program game game heavili inspir core war play real time game start random pick two mode watchdog mode mode cpus watchdog timer start count reach player highest score winner memori mode mode game continu everi memori address written player point player highest score winner write program hex edit valu insid cpus memori game base imaginari dual cpu ish like processor processor inspir pic micro control core war processor regist program counter processor abil memori memori copi without use regist intermediari inspir corewar branch instruct branch rather skip next instruct inspir pic howev obstacl write assembl languag real time bombther bomb bounc around insid comput repres icon bomb bounc around bomb close memori block explod eras memori block hope write code right oppon oppon cool abil overwrit code steal execut path also explod cursor disabl abil write code amount time cpu playerin singl player mode cpu player place small instruct program memori core steal execut second cpu also period monitor program see modifi detect modif eras program place new program elsewher status game most code complet still test done opcod make sure instruct set make sens base overal object game first draft manual download ',0,0,0,0,0,0,0,0,0,0,1,0
' explor uncov answer music hour smooth jazz youtub vid ',0,0,0,0,0,0,0,0,0,0,1,0
' walk arrow key left right jump space bar jab dash attack shift dash attack counter top blue charg back count everi second sinc last use jump head damag score multipli increas everi time wave clear timer wave clear multipli return first game ever creat test godot engin export html someth put content page point look back thank check ',0,0,0,0,0,0,0,0,0,0,1,0
' arm revolutionari new sport elit athlet use awesom extend arm fight like never use simpl motion button control dish high strateg beatdown arm joy con control hand feel heat battl punch way victori pick varieti differ fighter special skill weapon arm mix match arm creat ultim champion ',0,0,0,0,0,0,0,0,0,0,1,0
' minut one pod fight escap race beat astronaut friend last escap pod back earth ship explod rotat punch way safeti fight space debri fail graviti system game creat fun competit atmospher player environ ',0,0,0,0,0,0,0,0,0,0,1,0
' attrit one surviv dead hord long health ammo fuse one control wasd arrow key move space shoot game gmtk game jam made hour enjoy credit hriday ajinkya everyth ',0,0,0,0,0,0,0,0,0,0,1,0
' made mini jam gameboy welcom auster duel friend retro game element cloud fight switch correct element outwit friend wind game consid combin joust rock paper scissor gameplay evapor oppon crash right element red green green blue blue red player control move jump crouch wasd chang color space player control move jump crouch arrow chang color return credit develop drew bushnel music strikecast audio pixel art safwyl ',0,0,0,0,0,0,0,0,0,0,1,0
' submiss game jam theme back use arrow move space attack reload asset stori line also read poem cold shard ice hit back feel shiver spine hot burst flame come place lose strength lose confus fall knee cough paint green grass turn red world start spin around world start fade away move faster faster sound turn nois everyth turn grey everyth blur away world keep spin even sudden stop hit ground yet spirit still strong refus surrend refus die float dead bodi regain strength one thought stay mind must come back ',0,0,0,0,0,0,0,0,0,0,1,0
